Speed,Distance,Throttle,Brake,DRS,RPM
182,2968.30472222222,100,False,8,9881
186,2974.81472222222,100,False,8,10062
190,2980.831388888886,100,False,8,10244
196,2989.869166666664,100,False,8,10383
202,3000.75472222222,100,False,8,10522
207,3009.9547222222195,100,False,8,11016
211,3011.4199999999973,100,False,8,11156
215,3026.589444444442,100,False,8,11296
216,3026.949444444442,100,False,8,11389
218,3038.69722222222,100,False,8,11483
220,3045.174999999998,100,False,8,11561
223,3050.997777777776,100,False,8,11640
227,3066.509444444442,100,False,8,11132
231,3076.391111111109,100,False,8,10624
234,3085.881111111109,100,False,8,10781
237,3097.7311111111094,100,False,8,10938
240,3102.664444444443,100,False,8,11095
245,3113.553333333332,100,False,8,11126
246,3115.329999999998,100,False,8,11213
247,3127.679999999998,100,False,8,11300
249,3130.0316666666645,100,False,14,11388
252,3141.651666666665,100,False,14,11465
256,3149.8294444444427,100,False,12,11542
259,3155.94472222222,100,False,12,11217
263,3170.1905555555536,100,False,12,10893
267,3187.990555555554,100,False,12,10686
271,3188.3669444444427,100,False,12,10884
276,3224.7836111111096,100,False,12,11082
278,3225.169722222221,100,False,12,11141
280,3248.503055555554,100,False,12,11200
282,3249.6780555555533,100,False,12,11260
284,3265.850277777776,100,False,12,11313
287,3271.8294444444423,100,False,12,11367
289,3283.4697222222203,100,False,12,11459
291,3291.148888888887,100,False,12,11552
292,3298.1244444444424,100,False,12,11227
293,3311.1466666666647,100,False,12,10902
295,3313.932777777776,100,False,12,10577
295,3327.5355555555534,100,False,12,10632
295,3336.877222222221,100,False,12,10688
299,3353.986666666665,100,False,12,10759
304,3366.9911111111096,100,False,12,10830
305,3372.582777777776,100,False,12,10880
307,3387.42111111111,100,False,12,10931
308,3393.067777777776,100,False,12,10964
309,3401.1361111111096,100,False,12,10997
310,3406.819444444443,100,False,12,11052
311,3425.8249999999985,100,False,12,11108
313,3442.69222222222,100,False,12,11164
314,3443.2155555555537,75,False,12,11063
315,3453.715555555554,50,False,12,10963
316,3467.7599999999984,25,False,12,10862
317,3477.7983333333323,0,True,8,10762
295,3492.958055555554,0,True,8,10376
273,3505.091388888888,0,True,8,9990
251,3511.714999999999,0,True,8,9604
239,3524.926388888888,0,True,8,9871
227,3525.304722222221,0,True,8,9783
215,3528.8880555555547,0,True,8,9695
203,3545.804722222221,0,True,8,9607
192,3547.6180555555543,0,True,8,9520
173,3555.306944444443,0,True,8,9699
169,3555.58861111111,0,True,8,9356
165,3564.480277777777,0,True,8,9013
157,3567.35861111111,0,True,8,8769
149,3572.904722222221,0,True,8,8525
145,3574.757499999999,0,True,8,8397
142,3579.2541666666657,0,True,8,8270
140,3579.487499999999,4,True,8,8126
138,3590.987499999999,8,True,8,7982
136,3591.516388888888,12,False,8,7838
133,3598.3880555555543,22,False,8,7982
131,3601.8086111111097,32,False,8,8126
134,3610.779166666665,54,False,8,8558
137,3614.774999999999,66,False,8,8682
141,3623.195833333332,78,False,8,8807
145,3624.2027777777766,86,False,8,9010
149,3631.445833333332,94,False,8,9214
155,3634.244444444443,97,False,8,9598
161,3647.437499999999,100,False,8,9982
165,3648.583333333332,100,False,8,10283
169,3655.155555555554,100,False,8,10584
173,3660.681944444443,100,False,8,10885
177,3666.8277777777766,100,False,8,10971
182,3668.597222222221,100,False,8,11058
183,3675.968055555554,100,False,8,11234
185,3676.738888888888,100,False,8,11410
192,3685.272222222221,100,False,8,11702
188,3686.5777777777766,66,False,8,11316
185,3703.07361111111,33,False,8,10931
182,3703.781388888888,0,True,8,10546
174,3710.8380555555545,0,True,8,10098
167,3711.4874999999993,0,True,8,9650
159,3719.7025,0,True,8,9903
151,3720.289722222222,0,True,8,10157
147,3727.8847222222216,0,True,8,9996
144,3730.0447222222215,0,True,8,9835
131,3738.996388888888,0,True,8,9958
118,3740.1108333333327,0,True,8,10081
111,3744.6124999999993,0,True,8,9524
105,3748.1124999999993,0,True,8,8967
99,3750.6974999999993,0,True,8,8411
94,3752.943055555555,0,True,8,8010
89,3760.3597222222215,0,True,8,7610
85,3760.690277777777,0,True,8,7210
80,3765.1347222222216,0,True,8,6768
78,3765.698055555555,0,True,8,6607
77,3769.120277777777,0,True,8,6446
76,3770.260277777777,0,False,8,6286
73,3773.200555555554,1,False,8,6087
70,3778.158888888888,2,False,8,5889
68,3780.897777777777,12,False,8,6048
67,3784.8805555555546,23,False,8,6208
68,3788.393888888888,26,False,8,6467
70,3791.893888888888,29,False,8,6726
72,3792.573888888888,32,False,8,6985
76,3795.233888888888,41,False,8,7305
80,3798.65611111111,51,False,8,7625
84,3801.1294444444434,65,False,8,8208
88,3804.404999999999,79,False,8,8792
93,3808.176666666666,71,False,8,9350
99,3810.7616666666654,64,False,8,9909
104,3815.557222222221,42,False,8,9408
109,3820.219999999999,21,False,8,8908
109,3826.457222222221,23,False,8,8502
109,3827.516944444444,25,False,8,8096
111,3836.150277777776,42,False,8,8322
114,3840.10861111111,56,False,8,8808
117,3845.14611111111,71,False,8,9295
119,3847.2947222222215,74,False,8,9453
121,3852.672499999999,77,False,8,9612
124,3853.189166666666,80,False,8,9771
128,3858.3447222222217,90,False,8,10069
132,3860.361388888889,100,False,8,10368
137,3864.3572222222215,100,False,8,10621
143,3868.1308333333327,100,False,8,10875
153,3874.930833333333,100,False,8,11008
156,3875.1475,100,False,8,11008
160,3885.591944444445,100,False,8,11008
155,3886.6683333333335,66,False,8,10773
151,3895.9380555555554,33,False,8,10538
147,3905.493055555556,0,True,8,10303
136,3913.048611111111,0,True,8,9603
133,3913.2702777777777,0,True,8,9183
131,3918.874166666667,0,True,8,8764
127,3919.791388888889,0,True,8,8583
123,3924.369722222222,0,True,8,8403
120,3925.236388888889,0,True,8,8226
117,3929.591388888889,0,True,8,8049
114,3939.2813888888886,0,True,8,7892
111,3939.713055555556,0,False,8,7735
109,3944.5575,0,False,8,7583
106,3951.211944444444,9,False,8,7627
104,3956.989722222222,19,False,8,7672
102,3958.5197222222223,29,False,8,7717
104,3970.0752777777775,43,False,8,8042
106,3970.811388888889,48,False,8,8239
108,3976.061388888889,54,False,8,8437
113,3976.846111111112,65,False,8,8920
119,3989.241944444445,77,False,8,9403
120,3990.741944444445,80,False,8,9592
122,3994.639166666667,83,False,8,9782
131,4001.371111111112,91,False,8,10677
140,4008.137777777778,100,False,8,11572
145,4013.212777777778,100,False,8,10771
150,4019.6294444444447,100,False,8,9970
156,4023.356111111111,100,False,8,10110
163,4028.517777777778,100,False,8,10250
172,4038.0733333333337,100,False,8,10928
175,4040.3094444444446,100,False,8,10930
179,4045.977777777778,100,False,8,10932
184,4058.244444444445,100,False,8,11501
194,4059.645555555556,100,False,8,11119
205,4083.2775,100,False,8,10738
206,4085.8525,100,False,8,10848
207,4092.465,100,False,8,10958
213,4108.144166666667,100,False,8,11228
219,4118.790000000001,100,False,8,11498
222,4121.5650000000005,100,False,8,11634
225,4128.752500000001,100,False,8,11770
226,4137.855277777779,100,False,8,11350
227,4146.367777777779,100,False,8,10930
234,4158.39277777778,100,False,8,10963
241,4172.785833333334,100,False,8,10997
244,4174.48027777778,100,False,8,11098
247,4189.643333333335,100,False,8,11199
251,4197.591666666668,100,False,8,11300
252,4208.791666666669,100,False,8,11379
255,4216.300000000002,100,False,8,11452
258,4225.903333333336,100,False,8,11525
259,4229.2127777777805,100,False,8,11544
260,4238.240555555558,100,False,8,11554
