Speed,Distance,Throttle,Brake,DRS,RPM
243,3119.7436111111106,99,False,8,11276
245,3124.847777777777,99,False,14,11280
248,3133.4588888888884,99,False,14,11478
251,3144.265833333333,99,False,12,11677
255,3154.5366666666664,99,False,12,11663
259,3155.6158333333333,99,False,12,11649
263,3176.071388888889,99,False,12,10598
265,3185.2727777777777,99,False,12,10708
268,3196.811666666666,99,False,12,10819
272,3200.287222222222,99,False,12,10996
276,3215.160555555555,99,False,12,11174
277,3227.471666666667,99,False,12,11174
280,3231.0494444444444,99,False,12,11299
283,3252.588888888889,99,False,12,11424
284,3256.217777777778,99,False,12,11476
285,3265.717777777778,99,False,12,11528
286,3271.596666666667,99,False,12,11580
288,3283.276666666666,99,False,12,11636
290,3287.626666666667,99,False,12,11693
293,3307.648333333334,99,False,12,11128
297,3323.6533333333336,99,False,12,10564
298,3330.7722222222224,99,False,12,10631
300,3345.7722222222224,99,False,12,10699
302,3346.946666666667,99,False,12,10767
303,3370.934166666668,99,False,12,10822
305,3373.8994444444447,99,False,12,10878
305,3387.4550000000004,99,False,12,10975
308,3398.1494444444447,99,False,12,11064
311,3411.4533333333334,99,False,12,11153
312,3411.9733333333334,99,False,12,11156
313,3425.3627777777774,99,False,12,11160
314,3439.318333333333,99,False,12,11227
315,3446.843333333333,99,False,12,11228
316,3462.643333333333,99,False,12,11229
318,3463.880000000001,99,False,12,11230
317,3488.535555555556,13,True,8,11033
295,3497.221666666667,7,True,8,10323
273,3507.3833333333337,2,True,8,9614
257,3519.2338888888894,1,True,8,9057
242,3521.519444444445,1,True,8,8500
222,3531.756111111112,0,True,8,8352
203,3538.184444444445,0,True,8,8204
197,3541.796111111112,0,True,8,8376
192,3546.809444444445,0,True,8,8548
168,3558.0561111111115,0,True,8,8981
159,3560.926944444445,0,True,8,9058
150,3571.551944444445,0,True,8,9135
144,3578.151944444445,0,True,8,8944
138,3584.0936111111114,0,True,8,8754
137,3584.283888888889,0,True,8,8607
136,3591.650555555556,0,False,8,8461
134,3596.3033333333337,2,False,8,8325
132,3600.5200000000004,4,False,8,8189
131,3605.7963888888894,32,False,8,8372
131,3606.342222222223,60,False,8,8555
133,3613.915833333334,72,False,8,8903
136,3618.2602777777774,84,False,8,9252
143,3620.842222222224,84,False,8,9484
151,3628.1825,85,False,8,9716
154,3632.716944444445,89,False,8,9954
158,3636.8425,93,False,8,10193
162,3643.4125,96,False,8,10461
166,3645.9025000000006,100,False,8,10729
170,3649.963611111112,99,False,8,10871
174,3655.473611111112,99,False,8,11014
179,3659.749722222223,99,False,8,11373
184,3669.665277777778,100,False,8,11732
188,3673.111944444445,100,False,8,12022
193,3682.440277777778,100,False,8,12312
194,3682.763611111112,76,False,8,12254
196,3691.148055555556,53,True,8,12197
186,3701.791388888889,27,True,8,11484
177,3705.429722222223,1,True,8,10772
164,3710.2586111111113,0,True,8,10273
152,3715.916388888889,0,True,8,9775
144,3720.956388888889,0,True,8,10069
137,3725.294722222223,0,True,8,10364
124,3731.0125000000007,0,True,8,10086
111,3736.9941666666673,0,True,8,9809
107,3741.749722222223,0,True,8,9443
100,3742.444166666668,0,True,8,8883
94,3749.0763888888896,0,True,8,8323
92,3749.229722222223,0,True,8,7972
90,3754.079722222223,0,True,8,7621
87,3756.641388888889,0,True,8,7416
84,3758.8347222222224,0,True,8,7211
78,3764.1647222222223,0,True,8,6996
73,3767.2875,0,True,8,6782
71,3770.166944444444,2,True,8,6438
69,3773.616944444445,4,True,8,6094
67,3774.994166666667,7,False,8,5750
66,3777.9275,22,False,8,6080
66,3778.404166666666,23,False,8,6045
66,3781.704166666667,24,False,8,6010
66,3782.3275,26,False,8,5975
68,3785.463055555556,32,False,8,6173
70,3787.6991666666654,39,False,8,6371
70,3789.351944444444,44,False,8,6746
71,3793.1977777777774,49,False,8,7121
82,3798.664444444444,62,False,8,8091
92,3798.7922222222223,54,False,8,8191
102,3812.2505555555554,47,False,8,8291
103,3812.393611111111,47,False,8,8317
104,3821.060277777777,48,False,8,8344
106,3821.501944444444,49,False,8,8371
107,3827.595,52,False,8,8502
109,3829.865833333333,55,False,8,8634
112,3834.376944444444,58,False,8,8751
116,3837.4380555555554,61,False,8,8868
118,3840.256944444444,66,False,8,9199
121,3845.634722222222,71,False,8,9531
124,3846.805833333333,76,False,8,9863
130,3852.800277777778,78,False,8,10591
136,3857.1069444444447,81,False,8,11320
141,3865.1752777777774,80,False,8,11447
146,3871.4208333333336,80,False,8,11574
151,3874.1891666666666,82,False,8,11831
156,3881.729166666667,85,False,8,12089
156,3884.589166666667,77,False,8,12177
156,3888.6625,70,True,8,12266
150,3891.4125,46,True,8,11448
144,3900.212500000001,23,True,8,10631
139,3907.703055555556,0,True,8,9814
135,3907.928055555556,0,True,8,9543
131,3912.294722222223,0,True,8,9273
127,3917.939166666667,0,True,8,9002
124,3921.8658333333337,0,True,8,8732
119,3927.981111111111,0,True,8,8492
114,3933.047777777778,0,True,8,8252
109,3935.924166666667,0,True,8,8012
106,3941.783611111112,0,False,8,7834
104,3941.9569444444446,5,False,8,7804
103,3943.6736111111113,11,False,8,7775
102,3952.1736111111113,16,False,8,7746
101,3953.1275,22,False,8,7717
101,3957.616388888889,45,False,8,7681
101,3957.784722222223,47,False,8,7847
102,3963.281388888889,50,False,8,8014
104,3965.188055555556,50,False,8,8093
107,3969.1708333333336,51,False,8,8172
109,3970.563611111112,54,False,8,8439
111,3974.078611111112,58,False,8,8706
114,3974.268611111112,62,False,8,9019
117,3984.018611111112,66,False,8,9333
121,3984.489166666668,70,False,8,9647
126,3990.9991666666674,74,False,8,10067
132,3994.445833333335,78,False,8,10487
136,4003.5502777777792,79,False,8,11118
145,4007.779444444446,89,False,8,11584
155,4017.03638888889,99,False,8,12051
159,4018.140555555557,99,False,8,11609
164,4026.1127777777792,100,False,8,11168
173,4029.2363888888895,100,False,8,11478
182,4044.150277777779,100,False,8,11789
185,4045.4350000000018,99,False,8,11844
188,4052.746111111113,99,False,8,11900
192,4058.879444444446,99,False,8,11956
192,4065.5461111111126,99,False,8,11411
192,4067.412777777779,99,False,8,10867
197,4075.3475000000017,99,False,8,10983
203,4076.193333333335,99,False,8,11099
210,4085.526666666668,99,False,8,11340
212,4086.9988888888897,99,False,8,11480
214,4106.080555555557,99,False,8,11621
216,4106.920555555557,99,False,8,11762
218,4115.761666666668,99,False,8,11980
221,4116.621111111112,99,False,8,12199
225,4128.246111111112,99,False,8,11783
230,4129.140555555557,99,False,8,11368
230,4141.02388888889,99,False,8,11151
231,4144.48888888889,99,False,8,10935
234,4160.478888888891,99,False,8,11047
238,4162.726666666668,99,False,8,11160
241,4172.500555555557,99,False,8,11220
245,4180.667222222224,99,False,8,11280
249,4187.16888888889,99,False,8,11341
251,4193.165000000001,99,False,8,11494
253,4214.248333333335,99,False,8,11648
256,4215.24388888889,99,False,8,11802
261,4229.74388888889,99,False,8,10758
262,4231.636111111112,99,False,8,10747
262,4235.056666666667,99,False,8,10742
